cast_gene,129_gene,nod_gene,c3h_gene,mouse_gene
MGP_CASTEiJ_G0030965,MGP_129S1SvImJ_G0031923,MGP_NODShiLtJ_G0031738,MGP_C3HHeJ_G0031629,ENSMUSG00000030604
MGP_CASTEiJ_G0009054,MGP_129S1SvImJ_G0009324,MGP_NODShiLtJ_G0009210,MGP_C3HHeJ_G0009228,ENSMUSG00000088446
MGP_CASTEiJ_G0037115,MGP_129S1SvImJ_G0038324,MGP_NODShiLtJ_G0038077,MGP_C3HHeJ_G0037969,ENSMUSG00000064781
MGP_CASTEiJ_G0017993,MGP_129S1SvImJ_G0018685,MGP_NODShiLtJ_G0018533,MGP_C3HHeJ_G0018438,ENSMUSG00000070380
MGP_CASTEiJ_G0008801,MGP_129S1SvImJ_G0009058,MGP_NODShiLtJ_G0008949,MGP_C3HHeJ_G0008965,ENSMUSG00000098267
MGP_CASTEiJ_G0006448,MGP_129S1SvImJ_G0006608,MGP_NODShiLtJ_G0006532,MGP_C3HHeJ_G0006523,ENSMUSG00000092275
MGP_CASTEiJ_G0025062,MGP_129S1SvImJ_G0025868,MGP_NODShiLtJ_G0025705,MGP_C3HHeJ_G0025600,ENSMUSG00000002732
MGP_CASTEiJ_G0028238,MGP_129S1SvImJ_G0029123,MGP_NODShiLtJ_G0028927,MGP_C3HHeJ_G0028825,ENSMUSG00000047719
MGP_CASTEiJ_G0030687,MGP_129S1SvImJ_G0031623,MGP_NODShiLtJ_G0031435,MGP_C3HHeJ_G0031327,ENSMUSG00000030393
MGP_CASTEiJ_G0016885,MGP_129S1SvImJ_G0017555,MGP_NODShiLtJ_G0017416,MGP_C3HHeJ_G0017318,ENSMUSG00000020234
MGP_CASTEiJ_G0005590,MGP_129S1SvImJ_G0005732,MGP_NODShiLtJ_G0005665,MGP_C3HHeJ_G0005648,ENSMUSG00000092392
MGP_CASTEiJ_G0005072,MGP_129S1SvImJ_G0005211,MGP_NODShiLtJ_G0005140,MGP_C3HHeJ_G0005125,ENSMUSG00000085588
MGP_CASTEiJ_G0015238,MGP_129S1SvImJ_G0015888,MGP_NODShiLtJ_G0015754,MGP_C3HHeJ_G0015659,ENSMUSG00000026153
MGP_CASTEiJ_G0005526,MGP_129S1SvImJ_G0005668,MGP_NODShiLtJ_G0005599,MGP_C3HHeJ_G0005582,ENSMUSG00000092276
MGP_CASTEiJ_G0033544,MGP_129S1SvImJ_G0034540,MGP_NODShiLtJ_G0034339,MGP_C3HHeJ_G0034221,ENSMUSG00000032099
MGP_CASTEiJ_G0031553,MGP_129S1SvImJ_G0032526,MGP_NODShiLtJ_G0032334,MGP_C3HHeJ_G0032226,ENSMUSG00000025133
MGP_CASTEiJ_G0026276,MGP_129S1SvImJ_G0027108,MGP_NODShiLtJ_G0026922,MGP_C3HHeJ_G0026821,ENSMUSG00000027699
MGP_CASTEiJ_G0037003,MGP_129S1SvImJ_G0038206,MGP_NODShiLtJ_G0037964,MGP_C3HHeJ_G0037855,ENSMUSG00000064393
MGP_CASTEiJ_G0029053,MGP_129S1SvImJ_G0029949,MGP_NODShiLtJ_G0029749,MGP_C3HHeJ_G0029644,ENSMUSG00000029564
MGP_CASTEiJ_G0037654,MGP_129S1SvImJ_G0038872,MGP_NODShiLtJ_G0038625,MGP_C3HHeJ_G0038513,ENSMUSG00000077197
MGP_CASTEiJ_G0019918,MGP_129S1SvImJ_G0020654,MGP_NODShiLtJ_G0020494,MGP_C3HHeJ_G0020402,ENSMUSG00000044258
MGP_CASTEiJ_G0030500,MGP_129S1SvImJ_G0031427,MGP_NODShiLtJ_G0031239,MGP_C3HHeJ_G0031131,ENSMUSG00000047515
MGP_CASTEiJ_G0015687,MGP_129S1SvImJ_G0016338,MGP_NODShiLtJ_G0016207,MGP_C3HHeJ_G0016104,ENSMUSG00000026273
MGP_CASTEiJ_G0026446,MGP_129S1SvImJ_G0027282,MGP_NODShiLtJ_G0027097,MGP_C3HHeJ_G0026999,ENSMUSG00000049404
MGP_CASTEiJ_G0023497,MGP_129S1SvImJ_G0024289,MGP_NODShiLtJ_G0024117,MGP_C3HHeJ_G0024022,ENSMUSG00000042660
MGP_CASTEiJ_G0026457,MGP_129S1SvImJ_G0027293,MGP_NODShiLtJ_G0027108,MGP_C3HHeJ_G0027010,ENSMUSG00000027782
MGP_CASTEiJ_G0024057,MGP_129S1SvImJ_G0024850,MGP_NODShiLtJ_G0024679,MGP_C3HHeJ_G0024584,ENSMUSG00000034445
MGP_CASTEiJ_G0009270,MGP_129S1SvImJ_G0009549,MGP_NODShiLtJ_G0009435,MGP_C3HHeJ_G0009450,ENSMUSG00000088083
MGP_CASTEiJ_G0006500,MGP_129S1SvImJ_G0006662,MGP_NODShiLtJ_G0006587,MGP_C3HHeJ_G0006578,ENSMUSG00000106136
MGP_CASTEiJ_G0033130,MGP_129S1SvImJ_G0034119,MGP_NODShiLtJ_G0033922,MGP_C3HHeJ_G0033803,ENSMUSG00000044676
MGP_CASTEiJ_G0020433,MGP_129S1SvImJ_G0021173,MGP_NODShiLtJ_G0021007,MGP_C3HHeJ_G0020908,ENSMUSG00000023064
MGP_CASTEiJ_G0022872,MGP_129S1SvImJ_G0023655,MGP_NODShiLtJ_G0023475,MGP_C3HHeJ_G0023381,ENSMUSG00000061607
MGP_CASTEiJ_G0035539,MGP_129S1SvImJ_G0036683,MGP_NODShiLtJ_G0036454,MGP_C3HHeJ_G0036352,ENSMUSG00000088359
MGP_CASTEiJ_G0032310,MGP_129S1SvImJ_G0033290,MGP_NODShiLtJ_G0033096,MGP_C3HHeJ_G0032987,ENSMUSG00000031075
MGP_CASTEiJ_G0028185,MGP_129S1SvImJ_G0029055,MGP_NODShiLtJ_G0028860,MGP_C3HHeJ_G0028753,ENSMUSG00000040715
MGP_CASTEiJ_G0014523,MGP_129S1SvImJ_G0015210,MGP_NODShiLtJ_G0015080,MGP_C3HHeJ_G0014970,ENSMUSG00000078635
MGP_CASTEiJ_G0019723,MGP_129S1SvImJ_G0020459,MGP_NODShiLtJ_G0020300,MGP_C3HHeJ_G0020208,ENSMUSG00000021418
MGP_CASTEiJ_G0035065,MGP_129S1SvImJ_G0036096,MGP_NODShiLtJ_G0035877,MGP_C3HHeJ_G0035776,ENSMUSG00000079428
MGP_CASTEiJ_G0036911,MGP_129S1SvImJ_G0038112,MGP_NODShiLtJ_G0037871,MGP_C3HHeJ_G0037760,ENSMUSG00000096479
MGP_CASTEiJ_G0036186,MGP_129S1SvImJ_G0037349,MGP_NODShiLtJ_G0037117,MGP_C3HHeJ_G0037009,ENSMUSG00000088485
MGP_CASTEiJ_G0007427,MGP_129S1SvImJ_G0007609,MGP_NODShiLtJ_G0007525,MGP_C3HHeJ_G0007527,ENSMUSG00000077939
MGP_CASTEiJ_G0027385,MGP_129S1SvImJ_G0028246,MGP_NODShiLtJ_G0028053,MGP_C3HHeJ_G0027946,ENSMUSG00000035561
MGP_CASTEiJ_G0019875,MGP_129S1SvImJ_G0020612,MGP_NODShiLtJ_G0020452,MGP_C3HHeJ_G0020361,ENSMUSG00000021506
MGP_CASTEiJ_G0017936,MGP_129S1SvImJ_G0018628,MGP_NODShiLtJ_G0018476,MGP_C3HHeJ_G0018381,ENSMUSG00000020808
MGP_CASTEiJ_G0028802,MGP_129S1SvImJ_G0029693,MGP_NODShiLtJ_G0029495,MGP_C3HHeJ_G0029392,ENSMUSG00000002240
MGP_CASTEiJ_G0025787,MGP_129S1SvImJ_G0026607,MGP_NODShiLtJ_G0026424,MGP_C3HHeJ_G0026326,ENSMUSG00000074743
MGP_CASTEiJ_G0016656,MGP_129S1SvImJ_G0017325,MGP_NODShiLtJ_G0017184,MGP_C3HHeJ_G0017086,ENSMUSG00000057134
MGP_CASTEiJ_G0016458,MGP_129S1SvImJ_G0017119,MGP_NODShiLtJ_G0016983,MGP_C3HHeJ_G0016879,ENSMUSG00000019789
MGP_CASTEiJ_G0032496,MGP_129S1SvImJ_G0033480,MGP_NODShiLtJ_G0033287,MGP_C3HHeJ_G0033170,ENSMUSG00000065954
MGP_CASTEiJ_G0021367,MGP_129S1SvImJ_G0022108,MGP_NODShiLtJ_G0021938,MGP_C3HHeJ_G0021846,ENSMUSG00000050164
MGP_CASTEiJ_G0005382,MGP_129S1SvImJ_G0005525,MGP_NODShiLtJ_G0005455,MGP_C3HHeJ_G0005440,ENSMUSG00000072686
MGP_CASTEiJ_G0036277,MGP_129S1SvImJ_G0037445,MGP_NODShiLtJ_G0037218,MGP_C3HHeJ_G0037103,ENSMUSG00000064854
MGP_CASTEiJ_G0016973,MGP_129S1SvImJ_G0017643,MGP_NODShiLtJ_G0017506,MGP_C3HHeJ_G0017408,ENSMUSG00000019975
MGP_CASTEiJ_G0035516,MGP_129S1SvImJ_G0036660,MGP_NODShiLtJ_G0036431,MGP_C3HHeJ_G0036329,ENSMUSG00000094830
MGP_CASTEiJ_G0025691,MGP_129S1SvImJ_G0026511,MGP_NODShiLtJ_G0026328,MGP_C3HHeJ_G0026230,ENSMUSG00000079043
MGP_CASTEiJ_G0028363,MGP_129S1SvImJ_G0029249,MGP_NODShiLtJ_G0029052,MGP_C3HHeJ_G0028951,ENSMUSG00000078349
MGP_CASTEiJ_G0018987,MGP_129S1SvImJ_G0019685,MGP_NODShiLtJ_G0019543,MGP_C3HHeJ_G0019433,ENSMUSG00000036231
MGP_CASTEiJ_G0028989,MGP_129S1SvImJ_G0029885,MGP_NODShiLtJ_G0029686,MGP_C3HHeJ_G0029581,ENSMUSG00000007080
MGP_CASTEiJ_G0014692,MGP_129S1SvImJ_G0015379,MGP_NODShiLtJ_G0015248,MGP_C3HHeJ_G0015141,ENSMUSG00000084825
MGP_CASTEiJ_G0005246,MGP_129S1SvImJ_G0005388,MGP_NODShiLtJ_G0005316,MGP_C3HHeJ_G0005302,ENSMUSG00000096947
MGP_CASTEiJ_G0036891,MGP_129S1SvImJ_G0038091,MGP_NODShiLtJ_G0037851,MGP_C3HHeJ_G0037713,ENSMUSG00000088763
MGP_CASTEiJ_G0035229,MGP_129S1SvImJ_G0036271,MGP_NODShiLtJ_G0036046,MGP_C3HHeJ_G0035942,ENSMUSG00000044583
MGP_CASTEiJ_G0033122,MGP_129S1SvImJ_G0034111,MGP_NODShiLtJ_G0033914,MGP_C3HHeJ_G0033795,ENSMUSG00000031729
MGP_CASTEiJ_G0008468,MGP_129S1SvImJ_G0008700,MGP_NODShiLtJ_G0008603,MGP_C3HHeJ_G0008619,ENSMUSG00000106355
MGP_CASTEiJ_G0030010,MGP_129S1SvImJ_G0030922,MGP_NODShiLtJ_G0030730,MGP_C3HHeJ_G0030809,ENSMUSG00000030034
MGP_CASTEiJ_G0026396,MGP_129S1SvImJ_G0027228,MGP_NODShiLtJ_G0027040,MGP_C3HHeJ_G0026944,ENSMUSG00000027801
MGP_CASTEiJ_G0022659,MGP_129S1SvImJ_G0023434,MGP_NODShiLtJ_G0023251,MGP_C3HHeJ_G0023158,ENSMUSG00000024220
MGP_CASTEiJ_G0014424,MGP_129S1SvImJ_G0015110,MGP_NODShiLtJ_G0014980,MGP_C3HHeJ_G0014869,ENSMUSG00000100037
MGP_CASTEiJ_G0032010,MGP_129S1SvImJ_G0032984,MGP_NODShiLtJ_G0032792,MGP_C3HHeJ_G0032682,ENSMUSG00000032637
MGP_CASTEiJ_G0006096,MGP_129S1SvImJ_G0006244,MGP_NODShiLtJ_G0006180,MGP_C3HHeJ_G0006162,ENSMUSG00000097189
MGP_CASTEiJ_G0006233,MGP_129S1SvImJ_G0006382,MGP_NODShiLtJ_G0006316,MGP_C3HHeJ_G0006299,ENSMUSG00000097094
MGP_CASTEiJ_G0020579,MGP_129S1SvImJ_G0021317,MGP_NODShiLtJ_G0021154,MGP_C3HHeJ_G0021060,ENSMUSG00000072423
MGP_CASTEiJ_G0018858,MGP_129S1SvImJ_G0019555,MGP_NODShiLtJ_G0019411,MGP_C3HHeJ_G0019303,ENSMUSG00000020671
MGP_CASTEiJ_G0005027,MGP_129S1SvImJ_G0005168,MGP_NODShiLtJ_G0005095,MGP_C3HHeJ_G0005080,ENSMUSG00000085559
MGP_CASTEiJ_G0028034,MGP_129S1SvImJ_G0028905,MGP_NODShiLtJ_G0028708,MGP_C3HHeJ_G0028601,ENSMUSG00000003644
MGP_CASTEiJ_G0016143,MGP_129S1SvImJ_G0016799,MGP_NODShiLtJ_G0016668,MGP_C3HHeJ_G0016563,ENSMUSG00000062527
MGP_CASTEiJ_G0007438,MGP_129S1SvImJ_G0007620,MGP_NODShiLtJ_G0007536,MGP_C3HHeJ_G0007539,ENSMUSG00000077884
MGP_CASTEiJ_G0009364,MGP_129S1SvImJ_G0009642,MGP_NODShiLtJ_G0009529,MGP_C3HHeJ_G0009543,ENSMUSG00000099166
MGP_CASTEiJ_G0034085,MGP_129S1SvImJ_G0035086,MGP_NODShiLtJ_G0034883,MGP_C3HHeJ_G0034767,ENSMUSG00000032258
MGP_CASTEiJ_G0036026,MGP_129S1SvImJ_G0037179,MGP_NODShiLtJ_G0036952,MGP_C3HHeJ_G0036841,ENSMUSG00000088432
MGP_CASTEiJ_G0037113,MGP_129S1SvImJ_G0038322,MGP_NODShiLtJ_G0038075,MGP_C3HHeJ_G0037967,ENSMUSG00000077406
MGP_CASTEiJ_G0023459,MGP_129S1SvImJ_G0024251,MGP_NODShiLtJ_G0024079,MGP_C3HHeJ_G0023984,ENSMUSG00000038773
MGP_CASTEiJ_G0031095,MGP_129S1SvImJ_G0032058,MGP_NODShiLtJ_G0031872,MGP_C3HHeJ_G0031759,ENSMUSG00000036570
MGP_CASTEiJ_G0037823,MGP_129S1SvImJ_G0039040,MGP_NODShiLtJ_G0038795,MGP_C3HHeJ_G0038682,ENSMUSG00000065272
MGP_CASTEiJ_G0015756,MGP_129S1SvImJ_G0016406,MGP_NODShiLtJ_G0016278,MGP_C3HHeJ_G0016175,ENSMUSG00000036907
MGP_CASTEiJ_G0035177,MGP_129S1SvImJ_G0036220,MGP_NODShiLtJ_G0035993,MGP_C3HHeJ_G0035889,ENSMUSG00000041476
MGP_CASTEiJ_G0004681,MGP_129S1SvImJ_G0004814,MGP_NODShiLtJ_G0004741,MGP_C3HHeJ_G0004725,ENSMUSG00000101299
MGP_CASTEiJ_G0031534,MGP_129S1SvImJ_G0032507,MGP_NODShiLtJ_G0032316,MGP_C3HHeJ_G0032207,ENSMUSG00000051451
MGP_CASTEiJ_G0015502,MGP_129S1SvImJ_G0016149,MGP_NODShiLtJ_G0016015,MGP_C3HHeJ_G0015918,ENSMUSG00000026177
MGP_CASTEiJ_G0004684,MGP_129S1SvImJ_G0004817,MGP_NODShiLtJ_G0004744,MGP_C3HHeJ_G0004728,ENSMUSG00000099784
MGP_CASTEiJ_G0026067,MGP_129S1SvImJ_G0026891,MGP_NODShiLtJ_G0026709,MGP_C3HHeJ_G0026609,ENSMUSG00000056824
MGP_CASTEiJ_G0035449,MGP_129S1SvImJ_G0036593,MGP_NODShiLtJ_G0036363,MGP_C3HHeJ_G0036262,ENSMUSG00000084562
MGP_CASTEiJ_G0006703,MGP_129S1SvImJ_G0006869,MGP_NODShiLtJ_G0006791,MGP_C3HHeJ_G0006784,ENSMUSG00000106951
MGP_CASTEiJ_G0024844,MGP_129S1SvImJ_G0025648,MGP_NODShiLtJ_G0025486,MGP_C3HHeJ_G0025382,ENSMUSG00000035875
MGP_CASTEiJ_G0028454,MGP_129S1SvImJ_G0029345,MGP_NODShiLtJ_G0029147,MGP_C3HHeJ_G0029042,ENSMUSG00000028958
MGP_CASTEiJ_G0024766,MGP_129S1SvImJ_G0025569,MGP_NODShiLtJ_G0025407,MGP_C3HHeJ_G0025304,ENSMUSG00000039515
MGP_CASTEiJ_G0037395,MGP_129S1SvImJ_G0038610,MGP_NODShiLtJ_G0038362,MGP_C3HHeJ_G0038249,ENSMUSG00000077604
MGP_CASTEiJ_G0029974,MGP_129S1SvImJ_G0030885,MGP_NODShiLtJ_G0030693,MGP_C3HHeJ_G0030846,ENSMUSG00000079523
MGP_CASTEiJ_G0014500,MGP_129S1SvImJ_G0015187,MGP_NODShiLtJ_G0015057,MGP_C3HHeJ_G0014947,ENSMUSG00000087059
MGP_CASTEiJ_G0028070,MGP_129S1SvImJ_G0028941,MGP_NODShiLtJ_G0028745,MGP_C3HHeJ_G0028638,ENSMUSG00000028809
MGP_CASTEiJ_G0037437,MGP_129S1SvImJ_G0038654,MGP_NODShiLtJ_G0038405,MGP_C3HHeJ_G0038293,ENSMUSG00000089439
MGP_CASTEiJ_G0025883,MGP_129S1SvImJ_G0026704,MGP_NODShiLtJ_G0026524,MGP_C3HHeJ_G0026422,ENSMUSG00000078998
MGP_CASTEiJ_G0023141,MGP_129S1SvImJ_G0023936,MGP_NODShiLtJ_G0023757,MGP_C3HHeJ_G0023659,ENSMUSG00000002379
MGP_CASTEiJ_G0026933,MGP_129S1SvImJ_G0027775,MGP_NODShiLtJ_G0027592,MGP_C3HHeJ_G0027477,ENSMUSG00000068744
MGP_CASTEiJ_G0006009,MGP_129S1SvImJ_G0006156,MGP_NODShiLtJ_G0006092,MGP_C3HHeJ_G0006074,ENSMUSG00000105651
MGP_CASTEiJ_G0025573,MGP_129S1SvImJ_G0026391,MGP_NODShiLtJ_G0026207,MGP_C3HHeJ_G0026111,ENSMUSG00000027248
MGP_CASTEiJ_G0020450,MGP_129S1SvImJ_G0021190,MGP_NODShiLtJ_G0021024,MGP_C3HHeJ_G0020925,ENSMUSG00000041014
MGP_CASTEiJ_G0003137,MGP_129S1SvImJ_G0003253,MGP_NODShiLtJ_G0003181,MGP_C3HHeJ_G0003171,ENSMUSG00000100017
MGP_CASTEiJ_G0032288,MGP_129S1SvImJ_G0033267,MGP_NODShiLtJ_G0033073,MGP_C3HHeJ_G0032966,ENSMUSG00000000244
MGP_CASTEiJ_G0037035,MGP_129S1SvImJ_G0038238,MGP_NODShiLtJ_G0037993,MGP_C3HHeJ_G0037883,ENSMUSG00000087734
MGP_CASTEiJ_G0024258,MGP_129S1SvImJ_G0025055,MGP_NODShiLtJ_G0024889,MGP_C3HHeJ_G0024788,ENSMUSG00000035783
MGP_CASTEiJ_G0036858,MGP_129S1SvImJ_G0038058,MGP_NODShiLtJ_G0037816,MGP_C3HHeJ_G0037704,ENSMUSG00000087808
MGP_CASTEiJ_G0019601,MGP_129S1SvImJ_G0020324,MGP_NODShiLtJ_G0020173,MGP_C3HHeJ_G0020077,ENSMUSG00000100296
MGP_CASTEiJ_G0021465,MGP_129S1SvImJ_G0022208,MGP_NODShiLtJ_G0022036,MGP_C3HHeJ_G0021943,ENSMUSG00000035845
MGP_CASTEiJ_G0024238,MGP_129S1SvImJ_G0025036,MGP_NODShiLtJ_G0024867,MGP_C3HHeJ_G0024768,ENSMUSG00000053536
MGP_CASTEiJ_G0035751,MGP_129S1SvImJ_G0036898,MGP_NODShiLtJ_G0036671,MGP_C3HHeJ_G0036562,ENSMUSG00000086442
MGP_CASTEiJ_G0014870,MGP_129S1SvImJ_G0015554,MGP_NODShiLtJ_G0015420,MGP_C3HHeJ_G0015315,ENSMUSG00000085569
MGP_CASTEiJ_G0026688,MGP_129S1SvImJ_G0027528,MGP_NODShiLtJ_G0027346,MGP_C3HHeJ_G0027240,ENSMUSG00000027913
MGP_CASTEiJ_G0019647,MGP_129S1SvImJ_G0020379,MGP_NODShiLtJ_G0020221,MGP_C3HHeJ_G0020130,ENSMUSG00000006715
MGP_CASTEiJ_G0016575,MGP_129S1SvImJ_G0017242,MGP_NODShiLtJ_G0017103,MGP_C3HHeJ_G0017002,ENSMUSG00000019872
MGP_CASTEiJ_G0029817,MGP_129S1SvImJ_G0030719,MGP_NODShiLtJ_G0030523,MGP_C3HHeJ_G0030413,ENSMUSG00000029816
MGP_CASTEiJ_G0008945,MGP_129S1SvImJ_G0009207,MGP_NODShiLtJ_G0009094,MGP_C3HHeJ_G0009113,ENSMUSG00000093441
MGP_CASTEiJ_G0019347,MGP_129S1SvImJ_G0020063,MGP_NODShiLtJ_G0019914,MGP_C3HHeJ_G0019807,ENSMUSG00000063232
MGP_CASTEiJ_G0016679,MGP_129S1SvImJ_G0017348,MGP_NODShiLtJ_G0017207,MGP_C3HHeJ_G0017109,ENSMUSG00000009070
MGP_CASTEiJ_G0005830,MGP_129S1SvImJ_G0005976,MGP_NODShiLtJ_G0005912,MGP_C3HHeJ_G0005895,ENSMUSG00000086957
MGP_CASTEiJ_G0006572,MGP_129S1SvImJ_G0006734,MGP_NODShiLtJ_G0006659,MGP_C3HHeJ_G0006649,ENSMUSG00000106594
MGP_CASTEiJ_G0025934,MGP_129S1SvImJ_G0026755,MGP_NODShiLtJ_G0026575,MGP_C3HHeJ_G0026473,ENSMUSG00000074643
MGP_CASTEiJ_G0029165,MGP_129S1SvImJ_G0030063,MGP_NODShiLtJ_G0029863,MGP_C3HHeJ_G0029756,ENSMUSG00000054434
MGP_CASTEiJ_G0029270,MGP_129S1SvImJ_G0030167,MGP_NODShiLtJ_G0029969,MGP_C3HHeJ_G0029861,ENSMUSG00000047501
MGP_CASTEiJ_G0030474,MGP_129S1SvImJ_G0031401,MGP_NODShiLtJ_G0031212,MGP_C3HHeJ_G0031105,ENSMUSG00000032758
MGP_CASTEiJ_G0021192,MGP_129S1SvImJ_G0021934,MGP_NODShiLtJ_G0021769,MGP_C3HHeJ_G0021673,ENSMUSG00000022595
MGP_CASTEiJ_G0007042,MGP_129S1SvImJ_G0007221,MGP_NODShiLtJ_G0007143,MGP_C3HHeJ_G0007140,ENSMUSG00000108385
MGP_CASTEiJ_G0038073,MGP_129S1SvImJ_G0039302,MGP_NODShiLtJ_G0039053,MGP_C3HHeJ_G0038940,ENSMUSG00000089289
MGP_CASTEiJ_G0033647,MGP_129S1SvImJ_G0034643,MGP_NODShiLtJ_G0034443,MGP_C3HHeJ_G0034326,ENSMUSG00000095839
MGP_CASTEiJ_G0006986,MGP_129S1SvImJ_G0007164,MGP_NODShiLtJ_G0007087,MGP_C3HHeJ_G0007082,ENSMUSG00000102004
MGP_CASTEiJ_G0025888,MGP_129S1SvImJ_G0026709,MGP_NODShiLtJ_G0026529,MGP_C3HHeJ_G0026427,ENSMUSG00000027485
MGP_CASTEiJ_G0008873,MGP_129S1SvImJ_G0009133,MGP_NODShiLtJ_G0009020,MGP_C3HHeJ_G0009038,ENSMUSG00000106513
MGP_CASTEiJ_G0021727,MGP_129S1SvImJ_G0022467,MGP_NODShiLtJ_G0022298,MGP_C3HHeJ_G0022201,ENSMUSG00000039637
MGP_CASTEiJ_G0023351,MGP_129S1SvImJ_G0024146,MGP_NODShiLtJ_G0023969,MGP_C3HHeJ_G0023874,ENSMUSG00000024290
MGP_CASTEiJ_G0032424,MGP_129S1SvImJ_G0033408,MGP_NODShiLtJ_G0033214,MGP_C3HHeJ_G0033102,ENSMUSG00000053695
MGP_CASTEiJ_G0008732,MGP_129S1SvImJ_G0008984,MGP_NODShiLtJ_G0008876,MGP_C3HHeJ_G0008893,ENSMUSG00000076445
MGP_CASTEiJ_G0036931,MGP_129S1SvImJ_G0038135,MGP_NODShiLtJ_G0037893,MGP_C3HHeJ_G0037782,ENSMUSG00000092743
MGP_CASTEiJ_G0035710,MGP_129S1SvImJ_G0036856,MGP_NODShiLtJ_G0036629,MGP_C3HHeJ_G0036520,ENSMUSG00000102331
MGP_CASTEiJ_G0018089,MGP_129S1SvImJ_G0018782,MGP_NODShiLtJ_G0018630,MGP_C3HHeJ_G0018535,ENSMUSG00000017344
MGP_CASTEiJ_G0032969,MGP_129S1SvImJ_G0033952,MGP_NODShiLtJ_G0033756,MGP_C3HHeJ_G0033637,ENSMUSG00000033009
MGP_CASTEiJ_G0015796,MGP_129S1SvImJ_G0016447,MGP_NODShiLtJ_G0016319,MGP_C3HHeJ_G0016216,ENSMUSG00000016529
MGP_CASTEiJ_G0025806,MGP_129S1SvImJ_G0026626,MGP_NODShiLtJ_G0026446,MGP_C3HHeJ_G0026346,ENSMUSG00000068129
MGP_CASTEiJ_G0007994,MGP_129S1SvImJ_G0008208,MGP_NODShiLtJ_G0008114,MGP_C3HHeJ_G0008123,ENSMUSG00000098867
MGP_CASTEiJ_G0005677,MGP_129S1SvImJ_G0005821,MGP_NODShiLtJ_G0005757,MGP_C3HHeJ_G0005739,ENSMUSG00000101089
MGP_CASTEiJ_G0005221,MGP_129S1SvImJ_G0005360,MGP_NODShiLtJ_G0005288,MGP_C3HHeJ_G0005274,ENSMUSG00000097159
MGP_CASTEiJ_G0019204,MGP_129S1SvImJ_G0019912,MGP_NODShiLtJ_G0019766,MGP_C3HHeJ_G0019655,ENSMUSG00000021221
MGP_CASTEiJ_G0034674,MGP_129S1SvImJ_G0035710,MGP_NODShiLtJ_G0035499,MGP_C3HHeJ_G0035383,ENSMUSG00000050029
MGP_CASTEiJ_G0005847,MGP_129S1SvImJ_G0005993,MGP_NODShiLtJ_G0005929,MGP_C3HHeJ_G0005912,ENSMUSG00000086197
MGP_CASTEiJ_G0027304,MGP_129S1SvImJ_G0028150,MGP_NODShiLtJ_G0027964,MGP_C3HHeJ_G0027848,ENSMUSG00000028416
MGP_CASTEiJ_G0017011,MGP_129S1SvImJ_G0017682,MGP_NODShiLtJ_G0017546,MGP_C3HHeJ_G0017448,ENSMUSG00000019943
MGP_CASTEiJ_G0037203,MGP_129S1SvImJ_G0038417,MGP_NODShiLtJ_G0038169,MGP_C3HHeJ_G0038057,ENSMUSG00000064837
MGP_CASTEiJ_G0007468,MGP_129S1SvImJ_G0007652,MGP_NODShiLtJ_G0007567,MGP_C3HHeJ_G0007571,ENSMUSG00000076999
MGP_CASTEiJ_G0015330,MGP_129S1SvImJ_G0015978,MGP_NODShiLtJ_G0015844,MGP_C3HHeJ_G0015749,ENSMUSG00000010290
MGP_CASTEiJ_G0021291,MGP_129S1SvImJ_G0022032,MGP_NODShiLtJ_G0021863,MGP_C3HHeJ_G0021771,ENSMUSG00000005354
MGP_CASTEiJ_G0017844,MGP_129S1SvImJ_G0018536,MGP_NODShiLtJ_G0018384,MGP_C3HHeJ_G0018289,ENSMUSG00000003934
MGP_CASTEiJ_G0020795,MGP_129S1SvImJ_G0021536,MGP_NODShiLtJ_G0021376,MGP_C3HHeJ_G0021278,ENSMUSG00000033644
MGP_CASTEiJ_G0022322,MGP_129S1SvImJ_G0023072,MGP_NODShiLtJ_G0022901,MGP_C3HHeJ_G0022803,ENSMUSG00000022898
MGP_CASTEiJ_G0035785,MGP_129S1SvImJ_G0036931,MGP_NODShiLtJ_G0036704,MGP_C3HHeJ_G0036596,ENSMUSG00000102816
MGP_CASTEiJ_G0037098,MGP_129S1SvImJ_G0038306,MGP_NODShiLtJ_G0038060,MGP_C3HHeJ_G0037951,ENSMUSG00000065622
MGP_CASTEiJ_G0015617,MGP_129S1SvImJ_G0016266,MGP_NODShiLtJ_G0016136,MGP_C3HHeJ_G0016032,ENSMUSG00000026259
MGP_CASTEiJ_G0038259,MGP_129S1SvImJ_G0039122,MGP_NODShiLtJ_G0039246,MGP_C3HHeJ_G0039128,ENSMUSG00000064450
MGP_CASTEiJ_G0029957,MGP_129S1SvImJ_G0030868,MGP_NODShiLtJ_G0030676,MGP_C3HHeJ_G0030863,ENSMUSG00000037621
MGP_CASTEiJ_G0031933,MGP_129S1SvImJ_G0032907,MGP_NODShiLtJ_G0032715,MGP_C3HHeJ_G0032605,ENSMUSG00000008734
MGP_CASTEiJ_G0007457,MGP_129S1SvImJ_G0007640,MGP_NODShiLtJ_G0007555,MGP_C3HHeJ_G0007558,ENSMUSG00000094834
MGP_CASTEiJ_G0016079,MGP_129S1SvImJ_G0016734,MGP_NODShiLtJ_G0016603,MGP_C3HHeJ_G0016498,ENSMUSG00000026659
