BL6_geneid,129_geneid,C3H_geneid,NOD_geneid,CAST_geneid
ENSMUSG00000102379::ENSMUSG00000102379,MGP_129S1SvImJ_G0006217::ENSMUSG00000102379,MGP_C3HHeJ_G0006135::ENSMUSG00000102379,MGP_NODShiLtJ_G0006153::ENSMUSG00000102379,MGP_CASTEiJ_G0006069::ENSMUSG00000102379
ENSMUSG00000085909::ENSMUSG00000085909,MGP_129S1SvImJ_G0006388::ENSMUSG00000085909,MGP_C3HHeJ_G0006304::ENSMUSG00000085909,MGP_NODShiLtJ_G0006322::ENSMUSG00000085909,MGP_CASTEiJ_G0006239::ENSMUSG00000085909
ENSMUSG00000104845::ENSMUSG00000104845,MGP_129S1SvImJ_G0006857::ENSMUSG00000104845,MGP_C3HHeJ_G0006772::ENSMUSG00000104845,MGP_NODShiLtJ_G0006779::ENSMUSG00000104845,MGP_CASTEiJ_G0006691::ENSMUSG00000104845
ENSMUSG00000087677::ENSMUSG00000087677,MGP_129S1SvImJ_G0007575::ENSMUSG00000087677,MGP_C3HHeJ_G0007495::ENSMUSG00000087677,MGP_NODShiLtJ_G0007495::ENSMUSG00000087677,MGP_CASTEiJ_G0007396::ENSMUSG00000087677
ENSMUSG00000095651::ENSMUSG00000095651,MGP_129S1SvImJ_G0007368::ENSMUSG00000095651,MGP_C3HHeJ_G0007287::ENSMUSG00000095651,MGP_NODShiLtJ_G0007289::ENSMUSG00000095651,MGP_CASTEiJ_G0007189::ENSMUSG00000095651
ENSMUSG00000100502::ENSMUSG00000100502,MGP_129S1SvImJ_G0005001::ENSMUSG00000100502,MGP_C3HHeJ_G0004913::ENSMUSG00000100502,MGP_NODShiLtJ_G0004928::ENSMUSG00000100502,MGP_CASTEiJ_G0004861::ENSMUSG00000100502
ENSMUSG00000099449::ENSMUSG00000099449,MGP_129S1SvImJ_G0005175::ENSMUSG00000099449,MGP_C3HHeJ_G0005088::ENSMUSG00000099449,MGP_NODShiLtJ_G0005103::ENSMUSG00000099449,MGP_CASTEiJ_G0005035::ENSMUSG00000099449
ENSMUSG00000103449::ENSMUSG00000103449,MGP_129S1SvImJ_G0005074::ENSMUSG00000103449,MGP_C3HHeJ_G0004987::ENSMUSG00000103449,MGP_NODShiLtJ_G0005000::ENSMUSG00000103449,MGP_CASTEiJ_G0004934::ENSMUSG00000103449
ENSMUSG00000097542::ENSMUSG00000097542,MGP_129S1SvImJ_G0005551::ENSMUSG00000097542,MGP_C3HHeJ_G0005464::ENSMUSG00000097542,MGP_NODShiLtJ_G0005480::ENSMUSG00000097542,MGP_CASTEiJ_G0005407::ENSMUSG00000097542
ENSMUSG00000101764::ENSMUSG00000101764,MGP_129S1SvImJ_G0004867::ENSMUSG00000101764,MGP_C3HHeJ_G0004778::ENSMUSG00000101764,MGP_NODShiLtJ_G0004793::ENSMUSG00000101764,MGP_CASTEiJ_G0004731::ENSMUSG00000101764
ENSMUSG00000038408::ENSMUSG00000038408,MGP_129S1SvImJ_G0005442::ENSMUSG00000038408,MGP_C3HHeJ_G0005357::ENSMUSG00000038408,MGP_NODShiLtJ_G0005371::ENSMUSG00000038408,MGP_CASTEiJ_G0005300::ENSMUSG00000038408
ENSMUSG00000085549::ENSMUSG00000085549,MGP_129S1SvImJ_G0006486::ENSMUSG00000085549,MGP_C3HHeJ_G0006402::ENSMUSG00000085549,MGP_NODShiLtJ_G0006416::ENSMUSG00000085549,MGP_CASTEiJ_G0006334::ENSMUSG00000085549
ENSMUSG00000097848::ENSMUSG00000097848,MGP_129S1SvImJ_G0005500::ENSMUSG00000097848,MGP_C3HHeJ_G0005415::ENSMUSG00000097848,MGP_NODShiLtJ_G0005429::ENSMUSG00000097848,MGP_CASTEiJ_G0005357::ENSMUSG00000097848
ENSMUSG00000086386::ENSMUSG00000086386,MGP_129S1SvImJ_G0005201::ENSMUSG00000086386,MGP_C3HHeJ_G0005115::ENSMUSG00000086386,MGP_NODShiLtJ_G0005130::ENSMUSG00000086386,MGP_CASTEiJ_G0005062::ENSMUSG00000086386
ENSMUSG00000097350::ENSMUSG00000097350,MGP_129S1SvImJ_G0005691::ENSMUSG00000097350,MGP_C3HHeJ_G0005605::ENSMUSG00000097350,MGP_NODShiLtJ_G0005622::ENSMUSG00000097350,MGP_CASTEiJ_G0005547::ENSMUSG00000097350
ENSMUSG00000066170::ENSMUSG00000066170,MGP_129S1SvImJ_G0005710::ENSMUSG00000066170,MGP_C3HHeJ_G0005626::ENSMUSG00000066170,MGP_NODShiLtJ_G0005643::ENSMUSG00000066170,MGP_CASTEiJ_G0005568::ENSMUSG00000066170
ENSMUSG00000097645::ENSMUSG00000097645,MGP_129S1SvImJ_G0005591::ENSMUSG00000097645,MGP_C3HHeJ_G0005505::ENSMUSG00000097645,MGP_NODShiLtJ_G0005521::ENSMUSG00000097645,MGP_CASTEiJ_G0005448::ENSMUSG00000097645
ENSMUSG00000055494::ENSMUSG00000055494,MGP_129S1SvImJ_G0006050::ENSMUSG00000055494,MGP_C3HHeJ_G0005967::ENSMUSG00000055494,MGP_NODShiLtJ_G0005986::ENSMUSG00000055494,MGP_CASTEiJ_G0005904::ENSMUSG00000055494
ENSMUSG00000097672::ENSMUSG00000097672,MGP_129S1SvImJ_G0007446::ENSMUSG00000097672,MGP_C3HHeJ_G0007363::ENSMUSG00000097672,MGP_NODShiLtJ_G0007367::ENSMUSG00000097672,MGP_CASTEiJ_G0007267::ENSMUSG00000097672
ENSMUSG00000100684::ENSMUSG00000100684,MGP_129S1SvImJ_G0004930::ENSMUSG00000100684,MGP_C3HHeJ_G0004842::ENSMUSG00000100684,MGP_NODShiLtJ_G0004857::ENSMUSG00000100684,MGP_CASTEiJ_G0004791::ENSMUSG00000100684
ENSMUSG00000085209::ENSMUSG00000085209,MGP_129S1SvImJ_G0006464::ENSMUSG00000085209,MGP_C3HHeJ_G0006380::ENSMUSG00000085209,MGP_NODShiLtJ_G0006394::ENSMUSG00000085209,MGP_CASTEiJ_G0006313::ENSMUSG00000085209
ENSMUSG00000086308::ENSMUSG00000086308,MGP_129S1SvImJ_G0005996::ENSMUSG00000086308,MGP_C3HHeJ_G0005915::ENSMUSG00000086308,MGP_NODShiLtJ_G0005932::ENSMUSG00000086308,MGP_CASTEiJ_G0005850::ENSMUSG00000086308
ENSMUSG00000085433::ENSMUSG00000085433,MGP_129S1SvImJ_G0006805::ENSMUSG00000085433,MGP_C3HHeJ_G0006720::ENSMUSG00000085433,MGP_NODShiLtJ_G0006729::ENSMUSG00000085433,MGP_CASTEiJ_G0006643::ENSMUSG00000085433
ENSMUSG00000069796::ENSMUSG00000069796,MGP_129S1SvImJ_G0005268::ENSMUSG00000069796,MGP_C3HHeJ_G0005182::ENSMUSG00000069796,MGP_NODShiLtJ_G0005197::ENSMUSG00000069796,MGP_CASTEiJ_G0005129::ENSMUSG00000069796
ENSMUSG00000101843::ENSMUSG00000101843,MGP_129S1SvImJ_G0007205::ENSMUSG00000101843,MGP_C3HHeJ_G0007123::ENSMUSG00000101843,MGP_NODShiLtJ_G0007127::ENSMUSG00000101843,MGP_CASTEiJ_G0007025::ENSMUSG00000101843
ENSMUSG00000085285::ENSMUSG00000085285,MGP_129S1SvImJ_G0005811::ENSMUSG00000085285,MGP_C3HHeJ_G0005728::ENSMUSG00000085285,MGP_NODShiLtJ_G0005746::ENSMUSG00000085285,MGP_CASTEiJ_G0005668::ENSMUSG00000085285
ENSMUSG00000107579::ENSMUSG00000107579,MGP_129S1SvImJ_G0007036::ENSMUSG00000107579,MGP_C3HHeJ_G0006916::ENSMUSG00000107579,MGP_NODShiLtJ_G0006958::ENSMUSG00000107579,MGP_CASTEiJ_G0006863::ENSMUSG00000107579
ENSMUSG00000102743::ENSMUSG00000102743,MGP_129S1SvImJ_G0005062::ENSMUSG00000102743,MGP_C3HHeJ_G0004975::ENSMUSG00000102743,MGP_NODShiLtJ_G0004988::ENSMUSG00000102743,MGP_CASTEiJ_G0004921::ENSMUSG00000102743
ENSMUSG00000097772::ENSMUSG00000097772,MGP_129S1SvImJ_G0006718::ENSMUSG00000097772,MGP_C3HHeJ_G0006633::ENSMUSG00000097772,MGP_NODShiLtJ_G0006643::ENSMUSG00000097772,MGP_CASTEiJ_G0006556::ENSMUSG00000097772
ENSMUSG00000103503::ENSMUSG00000103503,MGP_129S1SvImJ_G0005077::ENSMUSG00000103503,MGP_C3HHeJ_G0004990::ENSMUSG00000103503,MGP_NODShiLtJ_G0005003::ENSMUSG00000103503,MGP_CASTEiJ_G0004937::ENSMUSG00000103503
ENSMUSG00000104980::ENSMUSG00000104980,MGP_129S1SvImJ_G0006823::ENSMUSG00000104980,MGP_C3HHeJ_G0006738::ENSMUSG00000104980,MGP_NODShiLtJ_G0006747::ENSMUSG00000104980,MGP_CASTEiJ_G0006660::ENSMUSG00000104980
ENSMUSG00000104156::ENSMUSG00000104156,MGP_129S1SvImJ_G0006800::ENSMUSG00000104156,MGP_C3HHeJ_G0006715::ENSMUSG00000104156,MGP_NODShiLtJ_G0006724::ENSMUSG00000104156,MGP_CASTEiJ_G0006638::ENSMUSG00000104156
ENSMUSG00000087340::ENSMUSG00000087340,MGP_129S1SvImJ_G0007580::ENSMUSG00000087340,MGP_C3HHeJ_G0007500::ENSMUSG00000087340,MGP_NODShiLtJ_G0007500::ENSMUSG00000087340,MGP_CASTEiJ_G0007401::ENSMUSG00000087340
ENSMUSG00000100777::ENSMUSG00000100777,MGP_129S1SvImJ_G0004923::ENSMUSG00000100777,MGP_C3HHeJ_G0004835::ENSMUSG00000100777,MGP_NODShiLtJ_G0004850::ENSMUSG00000100777,MGP_CASTEiJ_G0004785::ENSMUSG00000100777
ENSMUSG00000093557::ENSMUSG00000093557,MGP_129S1SvImJ_G0006114::ENSMUSG00000093557,MGP_C3HHeJ_G0006031::ENSMUSG00000093557,MGP_NODShiLtJ_G0006050::ENSMUSG00000093557,MGP_CASTEiJ_G0005968::ENSMUSG00000093557
ENSMUSG00000091430::ENSMUSG00000091430,MGP_129S1SvImJ_G0005345::ENSMUSG00000091430,MGP_C3HHeJ_G0005259::ENSMUSG00000091430,MGP_NODShiLtJ_G0005273::ENSMUSG00000091430,MGP_CASTEiJ_G0005206::ENSMUSG00000091430
ENSMUSG00000085865::ENSMUSG00000085865,MGP_129S1SvImJ_G0005680::ENSMUSG00000085865,MGP_C3HHeJ_G0005594::ENSMUSG00000085865,MGP_NODShiLtJ_G0005611::ENSMUSG00000085865,MGP_CASTEiJ_G0005537::ENSMUSG00000085865
ENSMUSG00000108415::ENSMUSG00000108415,MGP_129S1SvImJ_G0007133::ENSMUSG00000108415,MGP_C3HHeJ_G0007051::ENSMUSG00000108415,MGP_NODShiLtJ_G0007055::ENSMUSG00000108415,MGP_CASTEiJ_G0006954::ENSMUSG00000108415
ENSMUSG00000097119::ENSMUSG00000097119,MGP_129S1SvImJ_G0005735::ENSMUSG00000097119,MGP_C3HHeJ_G0005651::ENSMUSG00000097119,MGP_NODShiLtJ_G0005668::ENSMUSG00000097119,MGP_CASTEiJ_G0005593::ENSMUSG00000097119
ENSMUSG00000101344::ENSMUSG00000101344,MGP_129S1SvImJ_G0004876::ENSMUSG00000101344,MGP_C3HHeJ_G0004787::ENSMUSG00000101344,MGP_NODShiLtJ_G0004802::ENSMUSG00000101344,MGP_CASTEiJ_G0004740::ENSMUSG00000101344
ENSMUSG00000084757::ENSMUSG00000084757,MGP_129S1SvImJ_G0006504::ENSMUSG00000084757,MGP_C3HHeJ_G0006420::ENSMUSG00000084757,MGP_NODShiLtJ_G0006434::ENSMUSG00000084757,MGP_CASTEiJ_G0006352::ENSMUSG00000084757
ENSMUSG00000108063::ENSMUSG00000108063,MGP_129S1SvImJ_G0006971::ENSMUSG00000108063,MGP_C3HHeJ_G0006887::ENSMUSG00000108063,MGP_NODShiLtJ_G0006892::ENSMUSG00000108063,MGP_CASTEiJ_G0006803::ENSMUSG00000108063
ENSMUSG00000097172::ENSMUSG00000097172,MGP_129S1SvImJ_G0005568::ENSMUSG00000097172,MGP_C3HHeJ_G0005481::ENSMUSG00000097172,MGP_NODShiLtJ_G0005498::ENSMUSG00000097172,MGP_CASTEiJ_G0005424::ENSMUSG00000097172
ENSMUSG00000105354::ENSMUSG00000105354,MGP_129S1SvImJ_G0006852::ENSMUSG00000105354,MGP_C3HHeJ_G0006767::ENSMUSG00000105354,MGP_NODShiLtJ_G0006774::ENSMUSG00000105354,MGP_CASTEiJ_G0006686::ENSMUSG00000105354
ENSMUSG00000061510::ENSMUSG00000061510,MGP_129S1SvImJ_G0005541::ENSMUSG00000061510,MGP_C3HHeJ_G0005456::ENSMUSG00000061510,MGP_NODShiLtJ_G0005471::ENSMUSG00000061510,MGP_CASTEiJ_G0005398::ENSMUSG00000061510
ENSMUSG00000097136::ENSMUSG00000097136,MGP_129S1SvImJ_G0005527::ENSMUSG00000097136,MGP_C3HHeJ_G0005442::ENSMUSG00000097136,MGP_NODShiLtJ_G0005457::ENSMUSG00000097136,MGP_CASTEiJ_G0005384::ENSMUSG00000097136
ENSMUSG00000104826::ENSMUSG00000104826,MGP_129S1SvImJ_G0006373::ENSMUSG00000104826,MGP_C3HHeJ_G0006291::ENSMUSG00000104826,MGP_NODShiLtJ_G0006307::ENSMUSG00000104826,MGP_CASTEiJ_G0006225::ENSMUSG00000104826
ENSMUSG00000100528::ENSMUSG00000100528,MGP_129S1SvImJ_G0005124::ENSMUSG00000100528,MGP_C3HHeJ_G0005037::ENSMUSG00000100528,MGP_NODShiLtJ_G0005051::ENSMUSG00000100528,MGP_CASTEiJ_G0004984::ENSMUSG00000100528
ENSMUSG00000086861::ENSMUSG00000086861,MGP_129S1SvImJ_G0005509::ENSMUSG00000086861,MGP_C3HHeJ_G0005424::ENSMUSG00000086861,MGP_NODShiLtJ_G0005438::ENSMUSG00000086861,MGP_CASTEiJ_G0005366::ENSMUSG00000086861
ENSMUSG00000104898::ENSMUSG00000104898,MGP_129S1SvImJ_G0006221::ENSMUSG00000104898,MGP_C3HHeJ_G0006139::ENSMUSG00000104898,MGP_NODShiLtJ_G0006157::ENSMUSG00000104898,MGP_CASTEiJ_G0006073::ENSMUSG00000104898
ENSMUSG00000103983::ENSMUSG00000103983,MGP_129S1SvImJ_G0005039::ENSMUSG00000103983,MGP_C3HHeJ_G0004951::ENSMUSG00000103983,MGP_NODShiLtJ_G0004966::ENSMUSG00000103983,MGP_CASTEiJ_G0004899::ENSMUSG00000103983
ENSMUSG00000100979::ENSMUSG00000100979,MGP_129S1SvImJ_G0004953::ENSMUSG00000100979,MGP_C3HHeJ_G0004865::ENSMUSG00000100979,MGP_NODShiLtJ_G0004880::ENSMUSG00000100979,MGP_CASTEiJ_G0004814::ENSMUSG00000100979
ENSMUSG00000108623::ENSMUSG00000108623,MGP_129S1SvImJ_G0007264::ENSMUSG00000108623,MGP_C3HHeJ_G0007183::ENSMUSG00000108623,MGP_NODShiLtJ_G0007186::ENSMUSG00000108623,MGP_CASTEiJ_G0007085::ENSMUSG00000108623
ENSMUSG00000085952::ENSMUSG00000085952,MGP_129S1SvImJ_G0005247::ENSMUSG00000085952,MGP_C3HHeJ_G0005161::ENSMUSG00000085952,MGP_NODShiLtJ_G0005176::ENSMUSG00000085952,MGP_CASTEiJ_G0005108::ENSMUSG00000085952
ENSMUSG00000073377::ENSMUSG00000073377,MGP_129S1SvImJ_G0005747::ENSMUSG00000073377,MGP_C3HHeJ_G0005662::ENSMUSG00000073377,MGP_NODShiLtJ_G0005679::ENSMUSG00000073377,MGP_CASTEiJ_G0005604::ENSMUSG00000073377
ENSMUSG00000099843::ENSMUSG00000099843,MGP_129S1SvImJ_G0004933::ENSMUSG00000099843,MGP_C3HHeJ_G0004845::ENSMUSG00000099843,MGP_NODShiLtJ_G0004860::ENSMUSG00000099843,MGP_CASTEiJ_G0004794::ENSMUSG00000099843
ENSMUSG00000100605::ENSMUSG00000100605,MGP_129S1SvImJ_G0007318::ENSMUSG00000100605,MGP_C3HHeJ_G0007237::ENSMUSG00000100605,MGP_NODShiLtJ_G0007240::ENSMUSG00000100605,MGP_CASTEiJ_G0007139::ENSMUSG00000100605
ENSMUSG00000087416::ENSMUSG00000087416,MGP_129S1SvImJ_G0006515::ENSMUSG00000087416,MGP_C3HHeJ_G0006431::ENSMUSG00000087416,MGP_NODShiLtJ_G0006445::ENSMUSG00000087416,MGP_CASTEiJ_G0006363::ENSMUSG00000087416
ENSMUSG00000087195::ENSMUSG00000087195,MGP_129S1SvImJ_G0006487::ENSMUSG00000087195,MGP_C3HHeJ_G0006403::ENSMUSG00000087195,MGP_NODShiLtJ_G0006417::ENSMUSG00000087195,MGP_CASTEiJ_G0006335::ENSMUSG00000087195
ENSMUSG00000097547::ENSMUSG00000097547,MGP_129S1SvImJ_G0005519::ENSMUSG00000097547,MGP_C3HHeJ_G0005434::ENSMUSG00000097547,MGP_NODShiLtJ_G0005448::ENSMUSG00000097547,MGP_CASTEiJ_G0005375::ENSMUSG00000097547
ENSMUSG00000099863::ENSMUSG00000099863,MGP_129S1SvImJ_G0006685::ENSMUSG00000099863,MGP_C3HHeJ_G0006600::ENSMUSG00000099863,MGP_NODShiLtJ_G0006610::ENSMUSG00000099863,MGP_CASTEiJ_G0006523::ENSMUSG00000099863
ENSMUSG00000105127::ENSMUSG00000105127,MGP_129S1SvImJ_G0007511::ENSMUSG00000105127,MGP_C3HHeJ_G0007428::ENSMUSG00000105127,MGP_NODShiLtJ_G0007432::ENSMUSG00000105127,MGP_CASTEiJ_G0007331::ENSMUSG00000105127
ENSMUSG00000097445::ENSMUSG00000097445,MGP_129S1SvImJ_G0007439::ENSMUSG00000097445,MGP_C3HHeJ_G0007356::ENSMUSG00000097445,MGP_NODShiLtJ_G0007360::ENSMUSG00000097445,MGP_CASTEiJ_G0007260::ENSMUSG00000097445
ENSMUSG00000100429::ENSMUSG00000100429,MGP_129S1SvImJ_G0004874::ENSMUSG00000100429,MGP_C3HHeJ_G0004785::ENSMUSG00000100429,MGP_NODShiLtJ_G0004800::ENSMUSG00000100429,MGP_CASTEiJ_G0004738::ENSMUSG00000100429
ENSMUSG00000108071::ENSMUSG00000108071,MGP_129S1SvImJ_G0006953::ENSMUSG00000108071,MGP_C3HHeJ_G0006869::ENSMUSG00000108071,MGP_NODShiLtJ_G0006874::ENSMUSG00000108071,MGP_CASTEiJ_G0006785::ENSMUSG00000108071
ENSMUSG00000000031::ENSMUSG00000000031,MGP_129S1SvImJ_G0007295::ENSMUSG00000000031,MGP_C3HHeJ_G0007214::ENSMUSG00000000031,MGP_NODShiLtJ_G0007217::ENSMUSG00000000031,MGP_CASTEiJ_G0007116::ENSMUSG00000000031
ENSMUSG00000097667::ENSMUSG00000097667,MGP_129S1SvImJ_G0005381::ENSMUSG00000097667,MGP_C3HHeJ_G0005295::ENSMUSG00000097667,MGP_NODShiLtJ_G0005309::ENSMUSG00000097667,MGP_CASTEiJ_G0005239::ENSMUSG00000097667
ENSMUSG00000106554::ENSMUSG00000106554,MGP_129S1SvImJ_G0006739::ENSMUSG00000106554,MGP_C3HHeJ_G0006654::ENSMUSG00000106554,MGP_NODShiLtJ_G0006664::ENSMUSG00000106554,MGP_CASTEiJ_G0006577::ENSMUSG00000106554
ENSMUSG00000097907::ENSMUSG00000097907,MGP_129S1SvImJ_G0005797::ENSMUSG00000097907,MGP_C3HHeJ_G0005713::ENSMUSG00000097907,MGP_NODShiLtJ_G0005731::ENSMUSG00000097907,MGP_CASTEiJ_G0005654::ENSMUSG00000097907
ENSMUSG00000097797::ENSMUSG00000097797,MGP_129S1SvImJ_G0004769::ENSMUSG00000097797,MGP_C3HHeJ_G0004680::ENSMUSG00000097797,MGP_NODShiLtJ_G0004696::ENSMUSG00000097797,MGP_CASTEiJ_G0004637::ENSMUSG00000097797
ENSMUSG00000099847::ENSMUSG00000099847,MGP_129S1SvImJ_G0005448::ENSMUSG00000099847,MGP_C3HHeJ_G0005363::ENSMUSG00000099847,MGP_NODShiLtJ_G0005377::ENSMUSG00000099847,MGP_CASTEiJ_G0005306::ENSMUSG00000099847
ENSMUSG00000097453::ENSMUSG00000097453,MGP_129S1SvImJ_G0006600::ENSMUSG00000097453,MGP_C3HHeJ_G0006515::ENSMUSG00000097453,MGP_NODShiLtJ_G0006524::ENSMUSG00000097453,MGP_CASTEiJ_G0006441::ENSMUSG00000097453
ENSMUSG00000097767::ENSMUSG00000097767,MGP_129S1SvImJ_G0006759::ENSMUSG00000097767,MGP_C3HHeJ_G0006674::ENSMUSG00000097767,MGP_NODShiLtJ_G0006684::ENSMUSG00000097767,MGP_CASTEiJ_G0006597::ENSMUSG00000097767
ENSMUSG00000100847::ENSMUSG00000100847,MGP_129S1SvImJ_G0005762::ENSMUSG00000100847,MGP_C3HHeJ_G0005677::ENSMUSG00000100847,MGP_NODShiLtJ_G0005694::ENSMUSG00000100847,MGP_CASTEiJ_G0005620::ENSMUSG00000100847
ENSMUSG00000097613::ENSMUSG00000097613,MGP_129S1SvImJ_G0005610::ENSMUSG00000097613,MGP_C3HHeJ_G0005524::ENSMUSG00000097613,MGP_NODShiLtJ_G0005541::ENSMUSG00000097613,MGP_CASTEiJ_G0005468::ENSMUSG00000097613
ENSMUSG00000098155::ENSMUSG00000098155,MGP_129S1SvImJ_G0006536::ENSMUSG00000098155,MGP_C3HHeJ_G0006452::ENSMUSG00000098155,MGP_NODShiLtJ_G0006466::ENSMUSG00000098155,MGP_CASTEiJ_G0006384::ENSMUSG00000098155
ENSMUSG00000086254::ENSMUSG00000086254,MGP_129S1SvImJ_G0007263::ENSMUSG00000086254,MGP_C3HHeJ_G0007182::ENSMUSG00000086254,MGP_NODShiLtJ_G0007185::ENSMUSG00000086254,MGP_CASTEiJ_G0007084::ENSMUSG00000086254
ENSMUSG00000085428::ENSMUSG00000085428,MGP_129S1SvImJ_G0006109::ENSMUSG00000085428,MGP_C3HHeJ_G0006026::ENSMUSG00000085428,MGP_NODShiLtJ_G0006045::ENSMUSG00000085428,MGP_CASTEiJ_G0005963::ENSMUSG00000085428
ENSMUSG00000097020::ENSMUSG00000097020,MGP_129S1SvImJ_G0005318::ENSMUSG00000097020,MGP_C3HHeJ_G0005232::ENSMUSG00000097020,MGP_NODShiLtJ_G0005246::ENSMUSG00000097020,MGP_CASTEiJ_G0005179::ENSMUSG00000097020
ENSMUSG00000086825::ENSMUSG00000086825,MGP_129S1SvImJ_G0004963::ENSMUSG00000086825,MGP_C3HHeJ_G0004875::ENSMUSG00000086825,MGP_NODShiLtJ_G0004890::ENSMUSG00000086825,MGP_CASTEiJ_G0004824::ENSMUSG00000086825
ENSMUSG00000097332::ENSMUSG00000097332,MGP_129S1SvImJ_G0005649::ENSMUSG00000097332,MGP_C3HHeJ_G0005563::ENSMUSG00000097332,MGP_NODShiLtJ_G0005580::ENSMUSG00000097332,MGP_CASTEiJ_G0005507::ENSMUSG00000097332
ENSMUSG00000105168::ENSMUSG00000105168,MGP_129S1SvImJ_G0006189::ENSMUSG00000105168,MGP_C3HHeJ_G0006107::ENSMUSG00000105168,MGP_NODShiLtJ_G0006125::ENSMUSG00000105168,MGP_CASTEiJ_G0006042::ENSMUSG00000105168
ENSMUSG00000104000::ENSMUSG00000104000,MGP_129S1SvImJ_G0006121::ENSMUSG00000104000,MGP_C3HHeJ_G0006038::ENSMUSG00000104000,MGP_NODShiLtJ_G0006056::ENSMUSG00000104000,MGP_CASTEiJ_G0005974::ENSMUSG00000104000
ENSMUSG00000087332::ENSMUSG00000087332,MGP_129S1SvImJ_G0006471::ENSMUSG00000087332,MGP_C3HHeJ_G0006387::ENSMUSG00000087332,MGP_NODShiLtJ_G0006401::ENSMUSG00000087332,MGP_CASTEiJ_G0006320::ENSMUSG00000087332
ENSMUSG00000104846::ENSMUSG00000104846,MGP_129S1SvImJ_G0006626::ENSMUSG00000104846,MGP_C3HHeJ_G0006542::ENSMUSG00000104846,MGP_NODShiLtJ_G0006552::ENSMUSG00000104846,MGP_CASTEiJ_G0006466::ENSMUSG00000104846
ENSMUSG00000100417::ENSMUSG00000100417,MGP_129S1SvImJ_G0005838::ENSMUSG00000100417,MGP_C3HHeJ_G0005756::ENSMUSG00000100417,MGP_NODShiLtJ_G0005775::ENSMUSG00000100417,MGP_CASTEiJ_G0005693::ENSMUSG00000100417
ENSMUSG00000097370::ENSMUSG00000097370,MGP_129S1SvImJ_G0005118::ENSMUSG00000097370,MGP_C3HHeJ_G0005031::ENSMUSG00000097370,MGP_NODShiLtJ_G0005045::ENSMUSG00000097370,MGP_CASTEiJ_G0004978::ENSMUSG00000097370
ENSMUSG00000073374::ENSMUSG00000073374,MGP_129S1SvImJ_G0005749::ENSMUSG00000073374,MGP_C3HHeJ_G0005664::ENSMUSG00000073374,MGP_NODShiLtJ_G0005681::ENSMUSG00000073374,MGP_CASTEiJ_G0005606::ENSMUSG00000073374
ENSMUSG00000100336::ENSMUSG00000100336,MGP_129S1SvImJ_G0004925::ENSMUSG00000100336,MGP_C3HHeJ_G0004837::ENSMUSG00000100336,MGP_NODShiLtJ_G0004852::ENSMUSG00000100336,MGP_CASTEiJ_G0004787::ENSMUSG00000100336
ENSMUSG00000086945::ENSMUSG00000086945,MGP_129S1SvImJ_G0006777::ENSMUSG00000086945,MGP_C3HHeJ_G0006692::ENSMUSG00000086945,MGP_NODShiLtJ_G0006702::ENSMUSG00000086945,MGP_CASTEiJ_G0006615::ENSMUSG00000086945
ENSMUSG00000020033::ENSMUSG00000020033,MGP_129S1SvImJ_G0005137::ENSMUSG00000020033,MGP_C3HHeJ_G0005050::ENSMUSG00000020033,MGP_NODShiLtJ_G0005064::ENSMUSG00000020033,MGP_CASTEiJ_G0004997::ENSMUSG00000020033
ENSMUSG00000100345::ENSMUSG00000100345,MGP_129S1SvImJ_G0005759::ENSMUSG00000100345,MGP_C3HHeJ_G0005674::ENSMUSG00000100345,MGP_NODShiLtJ_G0005691::ENSMUSG00000100345,MGP_CASTEiJ_G0005617::ENSMUSG00000100345
ENSMUSG00000099025::ENSMUSG00000099025,MGP_129S1SvImJ_G0007415::ENSMUSG00000099025,MGP_C3HHeJ_G0007333::ENSMUSG00000099025,MGP_NODShiLtJ_G0007336::ENSMUSG00000099025,MGP_CASTEiJ_G0007236::ENSMUSG00000099025
ENSMUSG00000097043::ENSMUSG00000097043,MGP_129S1SvImJ_G0005766::ENSMUSG00000097043,MGP_C3HHeJ_G0005682::ENSMUSG00000097043,MGP_NODShiLtJ_G0005700::ENSMUSG00000097043,MGP_CASTEiJ_G0005624::ENSMUSG00000097043
ENSMUSG00000101565::ENSMUSG00000101565,MGP_129S1SvImJ_G0005641::ENSMUSG00000101565,MGP_C3HHeJ_G0005555::ENSMUSG00000101565,MGP_NODShiLtJ_G0005572::ENSMUSG00000101565,MGP_CASTEiJ_G0005499::ENSMUSG00000101565
ENSMUSG00000089794::ENSMUSG00000089794,MGP_129S1SvImJ_G0006120::ENSMUSG00000089794,MGP_C3HHeJ_G0006037::ENSMUSG00000089794,MGP_NODShiLtJ_G0006055::ENSMUSG00000089794,MGP_CASTEiJ_G0005973::ENSMUSG00000089794
ENSMUSG00000086346::ENSMUSG00000086346,MGP_129S1SvImJ_G0006429::ENSMUSG00000086346,MGP_C3HHeJ_G0006345::ENSMUSG00000086346,MGP_NODShiLtJ_G0006359::ENSMUSG00000086346,MGP_CASTEiJ_G0006279::ENSMUSG00000086346
ENSMUSG00000086402::ENSMUSG00000086402,MGP_129S1SvImJ_G0005512::ENSMUSG00000086402,MGP_C3HHeJ_G0005427::ENSMUSG00000086402,MGP_NODShiLtJ_G0005441::ENSMUSG00000086402,MGP_CASTEiJ_G0005369::ENSMUSG00000086402
