BL6_geneid,129_geneid,C3H_geneid,CAST_geneid,NOD_geneid
ENSMUSG00000064262::ENSMUSG00000064262,MGP_129S1SvImJ_G0030704::ENSMUSG00000064262,MGP_C3HHeJ_G0030398::ENSMUSG00000064262,MGP_CASTEiJ_G0029802::ENSMUSG00000064262,MGP_NODShiLtJ_G0030508::ENSMUSG00000064262
ENSMUSG00000063234::ENSMUSG00000063234,MGP_129S1SvImJ_G0022438::ENSMUSG00000063234,MGP_C3HHeJ_G0022171::ENSMUSG00000063234,MGP_CASTEiJ_G0021697::ENSMUSG00000063234,MGP_NODShiLtJ_G0022269::ENSMUSG00000063234
ENSMUSG00000021290::ENSMUSG00000021290,MGP_129S1SvImJ_G0020145::ENSMUSG00000021290,MGP_C3HHeJ_G0019888::ENSMUSG00000021290,MGP_CASTEiJ_G0019429::ENSMUSG00000021290,MGP_NODShiLtJ_G0019995::ENSMUSG00000021290
ENSMUSG00000040322::ENSMUSG00000040322,MGP_129S1SvImJ_G0027793::ENSMUSG00000040322,MGP_C3HHeJ_G0027495::ENSMUSG00000040322,MGP_CASTEiJ_G0026951::ENSMUSG00000040322,MGP_NODShiLtJ_G0027610::ENSMUSG00000040322
ENSMUSG00000097078::ENSMUSG00000097078,MGP_129S1SvImJ_G0028433::ENSMUSG00000097078,MGP_C3HHeJ_G0028125::ENSMUSG00000097078,MGP_CASTEiJ_G0027567::ENSMUSG00000097078,MGP_NODShiLtJ_G0028241::ENSMUSG00000097078
ENSMUSG00000044453::ENSMUSG00000044453,MGP_129S1SvImJ_G0032048::ENSMUSG00000044453,MGP_C3HHeJ_G0031751::ENSMUSG00000044453,MGP_CASTEiJ_G0031085::ENSMUSG00000044453,MGP_NODShiLtJ_G0031862::ENSMUSG00000044453
ENSMUSG00000023350::ENSMUSG00000023350,MGP_129S1SvImJ_G0023520::ENSMUSG00000023350,MGP_C3HHeJ_G0023245::ENSMUSG00000023350,MGP_CASTEiJ_G0022746::ENSMUSG00000023350,MGP_NODShiLtJ_G0023338::ENSMUSG00000023350
ENSMUSG00000040554::ENSMUSG00000040554,MGP_129S1SvImJ_G0018627::ENSMUSG00000040554,MGP_C3HHeJ_G0018380::ENSMUSG00000040554,MGP_CASTEiJ_G0017935::ENSMUSG00000040554,MGP_NODShiLtJ_G0018475::ENSMUSG00000040554
ENSMUSG00000063952::ENSMUSG00000063952,MGP_129S1SvImJ_G0023450::ENSMUSG00000063952,MGP_C3HHeJ_G0023174::ENSMUSG00000063952,MGP_CASTEiJ_G0022675::ENSMUSG00000063952,MGP_NODShiLtJ_G0023267::ENSMUSG00000063952
ENSMUSG00000025955::ENSMUSG00000025955,MGP_129S1SvImJ_G0016100::ENSMUSG00000025955,MGP_C3HHeJ_G0015870::ENSMUSG00000025955,MGP_CASTEiJ_G0015453::ENSMUSG00000025955,MGP_NODShiLtJ_G0015966::ENSMUSG00000025955
ENSMUSG00000020790::ENSMUSG00000020790,MGP_129S1SvImJ_G0018644::ENSMUSG00000020790,MGP_C3HHeJ_G0018397::ENSMUSG00000020790,MGP_CASTEiJ_G0017952::ENSMUSG00000020790,MGP_NODShiLtJ_G0018492::ENSMUSG00000020790
ENSMUSG00000009248::ENSMUSG00000009248,MGP_129S1SvImJ_G0033266::ENSMUSG00000009248,MGP_C3HHeJ_G0032965::ENSMUSG00000009248,MGP_CASTEiJ_G0032287::ENSMUSG00000009248,MGP_NODShiLtJ_G0033072::ENSMUSG00000009248
ENSMUSG00000039678::ENSMUSG00000039678,MGP_129S1SvImJ_G0025555::ENSMUSG00000039678,MGP_C3HHeJ_G0025290::ENSMUSG00000039678,MGP_CASTEiJ_G0024752::ENSMUSG00000039678,MGP_NODShiLtJ_G0025393::ENSMUSG00000039678
ENSMUSG00000050114::ENSMUSG00000050114,MGP_129S1SvImJ_G0025882::ENSMUSG00000050114,MGP_C3HHeJ_G0025614::ENSMUSG00000050114,MGP_CASTEiJ_G0025076::ENSMUSG00000050114,MGP_NODShiLtJ_G0025719::ENSMUSG00000050114
ENSMUSG00000019863::ENSMUSG00000019863,MGP_129S1SvImJ_G0017197::ENSMUSG00000019863,MGP_C3HHeJ_G0016957::ENSMUSG00000019863,MGP_CASTEiJ_G0016536::ENSMUSG00000019863,MGP_NODShiLtJ_G0017061::ENSMUSG00000019863
ENSMUSG00000092586::ENSMUSG00000092586,MGP_129S1SvImJ_G0023612::ENSMUSG00000092586,MGP_C3HHeJ_G0023339::ENSMUSG00000092586,MGP_CASTEiJ_G0022836::ENSMUSG00000092586,MGP_NODShiLtJ_G0023434::ENSMUSG00000092586
ENSMUSG00000030336::ENSMUSG00000030336,MGP_129S1SvImJ_G0031293::ENSMUSG00000030336,MGP_C3HHeJ_G0030994::ENSMUSG00000030336,MGP_CASTEiJ_G0030375::ENSMUSG00000030336,MGP_NODShiLtJ_G0031099::ENSMUSG00000030336
ENSMUSG00000094493::ENSMUSG00000094493,MGP_129S1SvImJ_G0032774::ENSMUSG00000094493,MGP_C3HHeJ_G0032470::ENSMUSG00000094493,MGP_CASTEiJ_G0031800::ENSMUSG00000094493,MGP_NODShiLtJ_G0032581::ENSMUSG00000094493
ENSMUSG00000022332::ENSMUSG00000022332,MGP_129S1SvImJ_G0021913::ENSMUSG00000022332,MGP_C3HHeJ_G0021652::ENSMUSG00000022332,MGP_CASTEiJ_G0021171::ENSMUSG00000022332,MGP_NODShiLtJ_G0021748::ENSMUSG00000022332
ENSMUSG00000032875::ENSMUSG00000032875,MGP_129S1SvImJ_G0032578::ENSMUSG00000032875,MGP_C3HHeJ_G0032278::ENSMUSG00000032875,MGP_CASTEiJ_G0031605::ENSMUSG00000032875,MGP_NODShiLtJ_G0032386::ENSMUSG00000032875
ENSMUSG00000021347::ENSMUSG00000021347,MGP_129S1SvImJ_G0020402::ENSMUSG00000021347,MGP_C3HHeJ_G0020154::ENSMUSG00000021347,MGP_CASTEiJ_G0019672::ENSMUSG00000021347,MGP_NODShiLtJ_G0020246::ENSMUSG00000021347
ENSMUSG00000024539::ENSMUSG00000024539,MGP_129S1SvImJ_G0024529::ENSMUSG00000024539,MGP_C3HHeJ_G0024264::ENSMUSG00000024539,MGP_CASTEiJ_G0023736::ENSMUSG00000024539,MGP_NODShiLtJ_G0024359::ENSMUSG00000024539
ENSMUSG00000030069::ENSMUSG00000030069,MGP_129S1SvImJ_G0031084::ENSMUSG00000030069,MGP_C3HHeJ_G0030644::ENSMUSG00000030069,MGP_CASTEiJ_G0030171::ENSMUSG00000030069,MGP_NODShiLtJ_G0030891::ENSMUSG00000030069
ENSMUSG00000041438::ENSMUSG00000041438,MGP_129S1SvImJ_G0034089::ENSMUSG00000041438,MGP_C3HHeJ_G0033775::ENSMUSG00000041438,MGP_CASTEiJ_G0033101::ENSMUSG00000041438,MGP_NODShiLtJ_G0033892::ENSMUSG00000041438
ENSMUSG00000044628::ENSMUSG00000044628,MGP_129S1SvImJ_G0025430::ENSMUSG00000044628,MGP_C3HHeJ_G0025164::ENSMUSG00000044628,MGP_CASTEiJ_G0024627::ENSMUSG00000044628,MGP_NODShiLtJ_G0025268::ENSMUSG00000044628
ENSMUSG00000073678::ENSMUSG00000073678,MGP_129S1SvImJ_G0016026::ENSMUSG00000073678,MGP_C3HHeJ_G0015796::ENSMUSG00000073678,MGP_CASTEiJ_G0015378::ENSMUSG00000073678,MGP_NODShiLtJ_G0015891::ENSMUSG00000073678
ENSMUSG00000031433::ENSMUSG00000031433,MGP_129S1SvImJ_G0036130::ENSMUSG00000031433,MGP_C3HHeJ_G0035807::ENSMUSG00000031433,MGP_CASTEiJ_G0035098::ENSMUSG00000031433,MGP_NODShiLtJ_G0035912::ENSMUSG00000031433
ENSMUSG00000069267::ENSMUSG00000069267,MGP_129S1SvImJ_G0020363::ENSMUSG00000069267,MGP_C3HHeJ_G0020114::ENSMUSG00000069267,MGP_CASTEiJ_G0019633::ENSMUSG00000069267,MGP_NODShiLtJ_G0020205::ENSMUSG00000069267
ENSMUSG00000021975::ENSMUSG00000021975,MGP_129S1SvImJ_G0021475::ENSMUSG00000021975,MGP_C3HHeJ_G0021217::ENSMUSG00000021975,MGP_CASTEiJ_G0020734::ENSMUSG00000021975,MGP_NODShiLtJ_G0021315::ENSMUSG00000021975
ENSMUSG00000051593::ENSMUSG00000051593,MGP_129S1SvImJ_G0028294::ENSMUSG00000051593,MGP_C3HHeJ_G0027995::ENSMUSG00000051593,MGP_CASTEiJ_G0027433::ENSMUSG00000051593,MGP_NODShiLtJ_G0028101::ENSMUSG00000051593
ENSMUSG00000028996::ENSMUSG00000028996,MGP_129S1SvImJ_G0029139::ENSMUSG00000028996,MGP_C3HHeJ_G0028841::ENSMUSG00000028996,MGP_CASTEiJ_G0028254::ENSMUSG00000028996,MGP_NODShiLtJ_G0028943::ENSMUSG00000028996
ENSMUSG00000047150::ENSMUSG00000047150,MGP_129S1SvImJ_G0023844::ENSMUSG00000047150,MGP_C3HHeJ_G0023569::ENSMUSG00000047150,MGP_CASTEiJ_G0023050::ENSMUSG00000047150,MGP_NODShiLtJ_G0023668::ENSMUSG00000047150
ENSMUSG00000003344::ENSMUSG00000003344,MGP_129S1SvImJ_G0017512::ENSMUSG00000003344,MGP_C3HHeJ_G0017275::ENSMUSG00000003344,MGP_CASTEiJ_G0016842::ENSMUSG00000003344,MGP_NODShiLtJ_G0017373::ENSMUSG00000003344
ENSMUSG00000016477::ENSMUSG00000016477,MGP_129S1SvImJ_G0020411::ENSMUSG00000016477,MGP_C3HHeJ_G0020164::ENSMUSG00000016477,MGP_CASTEiJ_G0019681::ENSMUSG00000016477,MGP_NODShiLtJ_G0020253::ENSMUSG00000016477
ENSMUSG00000019852::ENSMUSG00000019852,MGP_129S1SvImJ_G0017040::ENSMUSG00000019852,MGP_C3HHeJ_G0016801::ENSMUSG00000019852,MGP_CASTEiJ_G0016383::ENSMUSG00000019852,MGP_NODShiLtJ_G0016906::ENSMUSG00000019852
ENSMUSG00000028593::ENSMUSG00000028593,MGP_129S1SvImJ_G0029094::ENSMUSG00000028593,MGP_C3HHeJ_G0028795::ENSMUSG00000028593,MGP_CASTEiJ_G0028211::ENSMUSG00000028593,MGP_NODShiLtJ_G0028899::ENSMUSG00000028593
ENSMUSG00000042688::ENSMUSG00000042688,MGP_129S1SvImJ_G0035038::ENSMUSG00000042688,MGP_C3HHeJ_G0034720::ENSMUSG00000042688,MGP_CASTEiJ_G0034042::ENSMUSG00000042688,MGP_NODShiLtJ_G0034835::ENSMUSG00000042688
ENSMUSG00000028964::ENSMUSG00000028964,MGP_129S1SvImJ_G0029157::ENSMUSG00000028964,MGP_C3HHeJ_G0028859::ENSMUSG00000028964,MGP_CASTEiJ_G0028272::ENSMUSG00000028964,MGP_NODShiLtJ_G0028961::ENSMUSG00000028964
ENSMUSG00000041653::ENSMUSG00000041653,MGP_129S1SvImJ_G0022174::ENSMUSG00000041653,MGP_C3HHeJ_G0021909::ENSMUSG00000041653,MGP_CASTEiJ_G0021431::ENSMUSG00000041653,MGP_NODShiLtJ_G0022002::ENSMUSG00000041653
ENSMUSG00000049011::ENSMUSG00000049011,MGP_129S1SvImJ_G0021238::ENSMUSG00000049011,MGP_C3HHeJ_G0020975::ENSMUSG00000049011,MGP_CASTEiJ_G0020500::ENSMUSG00000049011,MGP_NODShiLtJ_G0021074::ENSMUSG00000049011
ENSMUSG00000056961::ENSMUSG00000056961,MGP_129S1SvImJ_G0034611::ENSMUSG00000056961,MGP_C3HHeJ_G0034292::ENSMUSG00000056961,MGP_CASTEiJ_G0033613::ENSMUSG00000056961,MGP_NODShiLtJ_G0034412::ENSMUSG00000056961
ENSMUSG00000096409::ENSMUSG00000096409,MGP_129S1SvImJ_G0034586::ENSMUSG00000096409,MGP_C3HHeJ_G0034269::ENSMUSG00000096409,MGP_CASTEiJ_G0033591::ENSMUSG00000096409,MGP_NODShiLtJ_G0034388::ENSMUSG00000096409
ENSMUSG00000005378::ENSMUSG00000005378,MGP_129S1SvImJ_G0030171::ENSMUSG00000005378,MGP_C3HHeJ_G0029865::ENSMUSG00000005378,MGP_CASTEiJ_G0029274::ENSMUSG00000005378,MGP_NODShiLtJ_G0029973::ENSMUSG00000005378
ENSMUSG00000053279::ENSMUSG00000053279,MGP_129S1SvImJ_G0024973::ENSMUSG00000053279,MGP_C3HHeJ_G0024707::ENSMUSG00000053279,MGP_CASTEiJ_G0024175::ENSMUSG00000053279,MGP_NODShiLtJ_G0024805::ENSMUSG00000053279
ENSMUSG00000034493::ENSMUSG00000034493,MGP_129S1SvImJ_G0017968::ENSMUSG00000034493,MGP_C3HHeJ_G0017722::ENSMUSG00000034493,MGP_CASTEiJ_G0017284::ENSMUSG00000034493,MGP_NODShiLtJ_G0017825::ENSMUSG00000034493
ENSMUSG00000030779::ENSMUSG00000030779,MGP_129S1SvImJ_G0032958::ENSMUSG00000030779,MGP_C3HHeJ_G0032656::ENSMUSG00000030779,MGP_CASTEiJ_G0031984::ENSMUSG00000030779,MGP_NODShiLtJ_G0032766::ENSMUSG00000030779
ENSMUSG00000009900::ENSMUSG00000009900,MGP_129S1SvImJ_G0018394::ENSMUSG00000009900,MGP_C3HHeJ_G0018147::ENSMUSG00000009900,MGP_CASTEiJ_G0017704::ENSMUSG00000009900,MGP_NODShiLtJ_G0018245::ENSMUSG00000009900
ENSMUSG00000027774::ENSMUSG00000027774,MGP_129S1SvImJ_G0027280::ENSMUSG00000027774,MGP_C3HHeJ_G0026997::ENSMUSG00000027774,MGP_CASTEiJ_G0026444::ENSMUSG00000027774,MGP_NODShiLtJ_G0027095::ENSMUSG00000027774
ENSMUSG00000029073::ENSMUSG00000029073,MGP_129S1SvImJ_G0029235::ENSMUSG00000029073,MGP_C3HHeJ_G0028937::ENSMUSG00000029073,MGP_CASTEiJ_G0028349::ENSMUSG00000029073,MGP_NODShiLtJ_G0029038::ENSMUSG00000029073
ENSMUSG00000030406::ENSMUSG00000030406,MGP_129S1SvImJ_G0031763::ENSMUSG00000030406,MGP_C3HHeJ_G0031466::ENSMUSG00000030406,MGP_CASTEiJ_G0030809::ENSMUSG00000030406,MGP_NODShiLtJ_G0031571::ENSMUSG00000030406
ENSMUSG00000064329::ENSMUSG00000064329,MGP_129S1SvImJ_G0025784::ENSMUSG00000064329,MGP_C3HHeJ_G0025516::ENSMUSG00000064329,MGP_CASTEiJ_G0024980::ENSMUSG00000064329,MGP_NODShiLtJ_G0025620::ENSMUSG00000064329
ENSMUSG00000039335::ENSMUSG00000039335,MGP_129S1SvImJ_G0027107::ENSMUSG00000039335,MGP_C3HHeJ_G0026820::ENSMUSG00000039335,MGP_CASTEiJ_G0026275::ENSMUSG00000039335,MGP_NODShiLtJ_G0026921::ENSMUSG00000039335
ENSMUSG00000033044::ENSMUSG00000033044,MGP_129S1SvImJ_G0018495::ENSMUSG00000033044,MGP_C3HHeJ_G0018248::ENSMUSG00000033044,MGP_CASTEiJ_G0017804::ENSMUSG00000033044,MGP_NODShiLtJ_G0018344::ENSMUSG00000033044
ENSMUSG00000028906::ENSMUSG00000028906,MGP_129S1SvImJ_G0028861::ENSMUSG00000028906,MGP_C3HHeJ_G0028557::ENSMUSG00000028906,MGP_CASTEiJ_G0027990::ENSMUSG00000028906,MGP_NODShiLtJ_G0028665::ENSMUSG00000028906
ENSMUSG00000025980::ENSMUSG00000025980,MGP_129S1SvImJ_G0016030::ENSMUSG00000025980,MGP_C3HHeJ_G0015800::ENSMUSG00000025980,MGP_CASTEiJ_G0015382::ENSMUSG00000025980,MGP_NODShiLtJ_G0015895::ENSMUSG00000025980
ENSMUSG00000020134::ENSMUSG00000020134,MGP_129S1SvImJ_G0018070::ENSMUSG00000020134,MGP_C3HHeJ_G0017825::ENSMUSG00000020134,MGP_CASTEiJ_G0017386::ENSMUSG00000020134,MGP_NODShiLtJ_G0017927::ENSMUSG00000020134
ENSMUSG00000054988::ENSMUSG00000054988,MGP_129S1SvImJ_G0027103::ENSMUSG00000054988,MGP_C3HHeJ_G0026816::ENSMUSG00000054988,MGP_CASTEiJ_G0026271::ENSMUSG00000054988,MGP_NODShiLtJ_G0026917::ENSMUSG00000054988
ENSMUSG00000042888::ENSMUSG00000042888,MGP_129S1SvImJ_G0021620::ENSMUSG00000042888,MGP_C3HHeJ_G0021362::ENSMUSG00000042888,MGP_CASTEiJ_G0020879::ENSMUSG00000042888,MGP_NODShiLtJ_G0021458::ENSMUSG00000042888
ENSMUSG00000050503::ENSMUSG00000050503,MGP_129S1SvImJ_G0034976::ENSMUSG00000050503,MGP_C3HHeJ_G0034658::ENSMUSG00000050503,MGP_CASTEiJ_G0033980::ENSMUSG00000050503,MGP_NODShiLtJ_G0034773::ENSMUSG00000050503
ENSMUSG00000031751::ENSMUSG00000031751,MGP_129S1SvImJ_G0033950::ENSMUSG00000031751,MGP_C3HHeJ_G0033635::ENSMUSG00000031751,MGP_CASTEiJ_G0032967::ENSMUSG00000031751,MGP_NODShiLtJ_G0033754::ENSMUSG00000031751
ENSMUSG00000079842::ENSMUSG00000079842,MGP_129S1SvImJ_G0033414::ENSMUSG00000079842,MGP_C3HHeJ_G0033107::ENSMUSG00000079842,MGP_CASTEiJ_G0032430::ENSMUSG00000079842,MGP_NODShiLtJ_G0033220::ENSMUSG00000079842
ENSMUSG00000022760::ENSMUSG00000022760,MGP_129S1SvImJ_G0022583::ENSMUSG00000022760,MGP_C3HHeJ_G0022314::ENSMUSG00000022760,MGP_CASTEiJ_G0021842::ENSMUSG00000022760,MGP_NODShiLtJ_G0022412::ENSMUSG00000022760
ENSMUSG00000025159::ENSMUSG00000025159,MGP_129S1SvImJ_G0025133::ENSMUSG00000025159,MGP_C3HHeJ_G0024864::ENSMUSG00000025159,MGP_CASTEiJ_G0024329::ENSMUSG00000025159,MGP_NODShiLtJ_G0024968::ENSMUSG00000025159
ENSMUSG00000039048::ENSMUSG00000039048,MGP_129S1SvImJ_G0034532::ENSMUSG00000039048,MGP_C3HHeJ_G0034213::ENSMUSG00000039048,MGP_CASTEiJ_G0033536::ENSMUSG00000039048,MGP_NODShiLtJ_G0034331::ENSMUSG00000039048
ENSMUSG00000053930::ENSMUSG00000053930,MGP_129S1SvImJ_G0018480::ENSMUSG00000053930,MGP_C3HHeJ_G0018233::ENSMUSG00000053930,MGP_CASTEiJ_G0017789::ENSMUSG00000053930,MGP_NODShiLtJ_G0018330::ENSMUSG00000053930
ENSMUSG00000021279::ENSMUSG00000021279,MGP_129S1SvImJ_G0020130::ENSMUSG00000021279,MGP_C3HHeJ_G0019873::ENSMUSG00000021279,MGP_CASTEiJ_G0019414::ENSMUSG00000021279,MGP_NODShiLtJ_G0019980::ENSMUSG00000021279
ENSMUSG00000022864::ENSMUSG00000022864,MGP_129S1SvImJ_G0022963::ENSMUSG00000022864,MGP_C3HHeJ_G0022695::ENSMUSG00000022864,MGP_CASTEiJ_G0022217::ENSMUSG00000022864,MGP_NODShiLtJ_G0022792::ENSMUSG00000022864
ENSMUSG00000055971::ENSMUSG00000055971,MGP_129S1SvImJ_G0018665::ENSMUSG00000055971,MGP_C3HHeJ_G0018418::ENSMUSG00000055971,MGP_CASTEiJ_G0017973::ENSMUSG00000055971,MGP_NODShiLtJ_G0018513::ENSMUSG00000055971
ENSMUSG00000061882::ENSMUSG00000061882,MGP_129S1SvImJ_G0030084::ENSMUSG00000061882,MGP_C3HHeJ_G0029777::ENSMUSG00000061882,MGP_CASTEiJ_G0029186::ENSMUSG00000061882,MGP_NODShiLtJ_G0029884::ENSMUSG00000061882
ENSMUSG00000021024::ENSMUSG00000021024,MGP_129S1SvImJ_G0019748::ENSMUSG00000021024,MGP_C3HHeJ_G0019492::ENSMUSG00000021024,MGP_CASTEiJ_G0019044::ENSMUSG00000021024,MGP_NODShiLtJ_G0019603::ENSMUSG00000021024
ENSMUSG00000060923::ENSMUSG00000060923,MGP_129S1SvImJ_G0018115::ENSMUSG00000060923,MGP_C3HHeJ_G0017870::ENSMUSG00000060923,MGP_CASTEiJ_G0017432::ENSMUSG00000060923,MGP_NODShiLtJ_G0017971::ENSMUSG00000060923
ENSMUSG00000015950::ENSMUSG00000015950,MGP_129S1SvImJ_G0030154::ENSMUSG00000015950,MGP_C3HHeJ_G0029848::ENSMUSG00000015950,MGP_CASTEiJ_G0029257::ENSMUSG00000015950,MGP_NODShiLtJ_G0029956::ENSMUSG00000015950
ENSMUSG00000061859::ENSMUSG00000061859,MGP_129S1SvImJ_G0028472::ENSMUSG00000061859,MGP_C3HHeJ_G0028166::ENSMUSG00000061859,MGP_CASTEiJ_G0027606::ENSMUSG00000061859,MGP_NODShiLtJ_G0028280::ENSMUSG00000061859
ENSMUSG00000027344::ENSMUSG00000027344,MGP_129S1SvImJ_G0026312::ENSMUSG00000027344,MGP_C3HHeJ_G0026032::ENSMUSG00000027344,MGP_CASTEiJ_G0025494::ENSMUSG00000027344,MGP_NODShiLtJ_G0026128::ENSMUSG00000027344
ENSMUSG00000074968::ENSMUSG00000074968,MGP_129S1SvImJ_G0026247::ENSMUSG00000074968,MGP_C3HHeJ_G0025967::ENSMUSG00000074968,MGP_CASTEiJ_G0025432::ENSMUSG00000074968,MGP_NODShiLtJ_G0026070::ENSMUSG00000074968
ENSMUSG00000026842::ENSMUSG00000026842,MGP_129S1SvImJ_G0025589::ENSMUSG00000026842,MGP_C3HHeJ_G0025324::ENSMUSG00000026842,MGP_CASTEiJ_G0024786::ENSMUSG00000026842,MGP_NODShiLtJ_G0025427::ENSMUSG00000026842
ENSMUSG00000068748::ENSMUSG00000068748,MGP_129S1SvImJ_G0030485::ENSMUSG00000068748,MGP_C3HHeJ_G0030181::ENSMUSG00000068748,MGP_CASTEiJ_G0029583::ENSMUSG00000068748,MGP_NODShiLtJ_G0030293::ENSMUSG00000068748
ENSMUSG00000048236::ENSMUSG00000048236,MGP_129S1SvImJ_G0032800::ENSMUSG00000048236,MGP_C3HHeJ_G0032496::ENSMUSG00000048236,MGP_CASTEiJ_G0031827::ENSMUSG00000048236,MGP_NODShiLtJ_G0032608::ENSMUSG00000048236
ENSMUSG00000017639::ENSMUSG00000017639,MGP_129S1SvImJ_G0018801::ENSMUSG00000017639,MGP_C3HHeJ_G0018555::ENSMUSG00000017639,MGP_CASTEiJ_G0018110::ENSMUSG00000017639,MGP_NODShiLtJ_G0018650::ENSMUSG00000017639
ENSMUSG00000043230::ENSMUSG00000043230,MGP_129S1SvImJ_G0016209::ENSMUSG00000043230,MGP_C3HHeJ_G0015977::ENSMUSG00000043230,MGP_CASTEiJ_G0015562::ENSMUSG00000043230,MGP_NODShiLtJ_G0016075::ENSMUSG00000043230
ENSMUSG00000031734::ENSMUSG00000031734,MGP_129S1SvImJ_G0033933::ENSMUSG00000031734,MGP_C3HHeJ_G0033618::ENSMUSG00000031734,MGP_CASTEiJ_G0032950::ENSMUSG00000031734,MGP_NODShiLtJ_G0033737::ENSMUSG00000031734
ENSMUSG00000043831::ENSMUSG00000043831,MGP_129S1SvImJ_G0032357::ENSMUSG00000043831,MGP_C3HHeJ_G0032061::ENSMUSG00000043831,MGP_CASTEiJ_G0031389::ENSMUSG00000043831,MGP_NODShiLtJ_G0032174::ENSMUSG00000043831
ENSMUSG00000027794::ENSMUSG00000027794,MGP_129S1SvImJ_G0027222::ENSMUSG00000027794,MGP_C3HHeJ_G0026938::ENSMUSG00000027794,MGP_CASTEiJ_G0026390::ENSMUSG00000027794,MGP_NODShiLtJ_G0027034::ENSMUSG00000027794
ENSMUSG00000022941::ENSMUSG00000022941,MGP_129S1SvImJ_G0023069::ENSMUSG00000022941,MGP_C3HHeJ_G0022800::ENSMUSG00000022941,MGP_CASTEiJ_G0022319::ENSMUSG00000022941,MGP_NODShiLtJ_G0022898::ENSMUSG00000022941
ENSMUSG00000031342::ENSMUSG00000031342,MGP_129S1SvImJ_G0036264::ENSMUSG00000031342,MGP_C3HHeJ_G0035934::ENSMUSG00000031342,MGP_CASTEiJ_G0035221::ENSMUSG00000031342,MGP_NODShiLtJ_G0036038::ENSMUSG00000031342
ENSMUSG00000022768::ENSMUSG00000022768,MGP_129S1SvImJ_G0022571::ENSMUSG00000022768,MGP_C3HHeJ_G0022302::ENSMUSG00000022768,MGP_CASTEiJ_G0021830::ENSMUSG00000022768,MGP_NODShiLtJ_G0022400::ENSMUSG00000022768
ENSMUSG00000004460::ENSMUSG00000004460,MGP_129S1SvImJ_G0022673::ENSMUSG00000004460,MGP_C3HHeJ_G0022403::ENSMUSG00000004460,MGP_CASTEiJ_G0021933::ENSMUSG00000004460,MGP_NODShiLtJ_G0022502::ENSMUSG00000004460
ENSMUSG00000090550::ENSMUSG00000090550,MGP_129S1SvImJ_G0016298::ENSMUSG00000090550,MGP_C3HHeJ_G0016064::ENSMUSG00000090550,MGP_CASTEiJ_G0015649::ENSMUSG00000090550,MGP_NODShiLtJ_G0016167::ENSMUSG00000090550
ENSMUSG00000003847::ENSMUSG00000003847,MGP_129S1SvImJ_G0034099::ENSMUSG00000003847,MGP_C3HHeJ_G0033784::ENSMUSG00000003847,MGP_CASTEiJ_G0033111::ENSMUSG00000003847,MGP_NODShiLtJ_G0033902::ENSMUSG00000003847
ENSMUSG00000092345::ENSMUSG00000092345,MGP_129S1SvImJ_G0028331::ENSMUSG00000092345,MGP_C3HHeJ_G0028032::ENSMUSG00000092345,MGP_CASTEiJ_G0027470::ENSMUSG00000092345,MGP_NODShiLtJ_G0028138::ENSMUSG00000092345
ENSMUSG00000056752::ENSMUSG00000056752,MGP_129S1SvImJ_G0018479::ENSMUSG00000056752,MGP_C3HHeJ_G0018232::ENSMUSG00000056752,MGP_CASTEiJ_G0017788::ENSMUSG00000056752,MGP_NODShiLtJ_G0018329::ENSMUSG00000056752
ENSMUSG00000025533::ENSMUSG00000025533,MGP_129S1SvImJ_G0030138::ENSMUSG00000025533,MGP_C3HHeJ_G0029832::ENSMUSG00000025533,MGP_CASTEiJ_G0029242::ENSMUSG00000025533,MGP_NODShiLtJ_G0029940::ENSMUSG00000025533
ENSMUSG00000020108::ENSMUSG00000020108,MGP_129S1SvImJ_G0017262::ENSMUSG00000020108,MGP_C3HHeJ_G0017023::ENSMUSG00000020108,MGP_CASTEiJ_G0016594::ENSMUSG00000020108,MGP_NODShiLtJ_G0017122::ENSMUSG00000020108
ENSMUSG00000002603::ENSMUSG00000002603,MGP_129S1SvImJ_G0031876::ENSMUSG00000002603,MGP_C3HHeJ_G0031581::ENSMUSG00000002603,MGP_CASTEiJ_G0030921::ENSMUSG00000002603,MGP_NODShiLtJ_G0031690::ENSMUSG00000002603
ENSMUSG00000032497::ENSMUSG00000032497,MGP_129S1SvImJ_G0035370::ENSMUSG00000032497,MGP_C3HHeJ_G0035054::ENSMUSG00000032497,MGP_CASTEiJ_G0034360::ENSMUSG00000032497,MGP_NODShiLtJ_G0035167::ENSMUSG00000032497
ENSMUSG00000035370::ENSMUSG00000035370,MGP_129S1SvImJ_G0017509::ENSMUSG00000035370,MGP_C3HHeJ_G0017272::ENSMUSG00000035370,MGP_CASTEiJ_G0016839::ENSMUSG00000035370,MGP_NODShiLtJ_G0017370::ENSMUSG00000035370
ENSMUSG00000050397::ENSMUSG00000050397,MGP_129S1SvImJ_G0035162::ENSMUSG00000050397,MGP_C3HHeJ_G0034846::ENSMUSG00000050397,MGP_CASTEiJ_G0034157::ENSMUSG00000050397,MGP_NODShiLtJ_G0034963::ENSMUSG00000050397
ENSMUSG00000038132::ENSMUSG00000038132,MGP_129S1SvImJ_G0020512::ENSMUSG00000038132,MGP_C3HHeJ_G0020261::ENSMUSG00000038132,MGP_CASTEiJ_G0019776::ENSMUSG00000038132,MGP_NODShiLtJ_G0020352::ENSMUSG00000038132
